ID,ORIGINURI,PREFERREDLABEL_EN,PREFERREDLABEL_SW_gemini_2_5_flash,PREFERREDLABEL_SW_gemini_3_flash_preview,DESCRIPTION_EN,DESCRIPTION_SW_gemini_2_5_flash,DESCRIPTION_SW_gemini_3_flash_preview,ALTLABELS_SW_gemini_3_flash_preview,ALTLABELS_SW_gemini_2_5_flash
687671c1ebd2bf665349e596,http://data.europa.eu/esco/occupation/98c429ad-128e-467e-803a-9a6dc1ceed72,tyre fitter,mfungaji wa matairi,mfungaji wa tairi,"Tyre fitters inspect, maintain, repair and fit tyres to vehicles. They advise clients on different tyre and wheel types. Furthermore they balance the tyres, verify that the wheels are aligned correctly and ensure compliance with safety standards and regulations.","Wafungaji wa matairi hukagua, kudumisha, kukarabati na kufunga matairi kwenye magari. Wanawashauri wateja kuhusu aina tofauti za matairi na magurudumu. Aidha, wanasawazisha matairi, wanahakikisha kuwa magurudumu yamepangiliwa kwa usahihi na kuhakikisha uzingatiaji wa viwango na kanuni za usalama.","Wafungaji wa tairi hukagua, kudumisha, kurekebisha na kufunga tairi kwenye magari. Wanawashauri wateja kuhusu aina tofauti za tairi na magurudumu. Aidha, wanasawazisha tairi, kuhakikisha kuwa magurudumu yamepangiliwa kwa usahihi na kuhakikisha uzingatiaji wa viwango na kanuni za usalama.","mkaguzi wa tairi
mwanamitambo wa magurudumu
mfungaji na mgeuzaji
mfungaji wa tairi
mfungaji wa magurudumu
mwanamitambo
msaidizi wa gereji
mfungaji wa tairi","mkaguzi wa matairi
fundi wa magurudumu
mfungaji na mgeuzaji
mfungaji wa tairi
mfungaji wa magurudumu
fundi mitambo
msaidizi wa gereji
mfungaji wa matairi"
687671c1ebd2bf665349dfc9,http://data.europa.eu/esco/occupation/b09acdda-6680-49d1-a411-129610ee3bc0,corporate risk manager,meneja wa hatari za shirika,meneja wa hatari za shirika,"Corporate risk managers identify and assess potential threats and opportunities to a company, and give advice on how to deal with them. They create preventive plans to avoid and reduce risks, and put plans in place for when the company is threatened. They coordinate risk management aspects across the different functions of an organisation and are responsible for technical activities such as risk assessment, risk mapping and insurance purchase. They report on risk issues to the senior management and the company's board.","Mameneja wa hatari za shirika hutambua na kutathmini vitisho na fursa zinazoweza kutokea kwa kampuni, na kutoa ushauri wa jinsi ya kukabiliana nazo. Wanaunda mipango ya kuzuia ili kuepuka na kupunguza hatari, na kuweka mipango wakati kampuni inatishiwa. Wanaratibu vipengele vya usimamizi wa hatari katika kazi mbalimbali za shirika na wanawajibika kwa shughuli za kiufundi kama vile tathmini ya hatari, ramani ya hatari na ununuzi wa bima. Wanatoa ripoti kuhusu masuala ya hatari kwa usimamizi mkuu na bodi ya kampuni.","Mameneja wa hatari za shirika hutambua na kutathmini vitisho na fursa zinazoweza kutokea kwa kampuni, na kutoa ushauri wa jinsi ya kukabiliana nazo. Wanaunda mipango ya kuzuia ili kuepuka na kupunguza hatari, na kuweka mipango tayari kwa wakati kampuni inapotishiwa. Wanaratibu vipengele vya usimamizi wa hatari katika kazi mbalimbali za shirika na wanawajibika kwa shughuli za kiufundi kama vile tathmini ya hatari, uchoraji wa ramani ya hatari na ununuzi wa bima. Wanatoa ripoti kuhusu masuala ya hatari kwa usimamizi mkuu na bodi ya kampuni.","meneja wa hatari
mtaalamu wa usimamizi wa hatari
afisa mkuu wa hatari
meneja wa hatari za uendeshaji
mshauri wa hatari na bima
meneja wa idara ya hatari za shirika
mtendaji mkuu wa hatari
mkurugenzi wa usimamizi wa hatari
meneja wa hatari za shirika","meneja wa hatari
mtaalamu wa usimamizi wa hatari
afisa mkuu wa hatari
meneja wa hatari za uendeshaji
mshauri wa hatari na bima
meneja wa idara ya hatari za shirika
mtendaji mkuu wa hatari
mkurugenzi wa usimamizi wa hatari
meneja wa hatari za shirika"
687671c1ebd2bf665349e7f2,http://data.europa.eu/esco/occupation/69e4e877-9d7a-4df0-973b-34defd318e26,aircraft groomer,msafishaji wa ndege,msafishaji wa ndege,"Aircraft groomers clean aircraft cabins and airplanes after usage. They vacuum or sweep the interior of cabin, brush debris from seats, and arrange seat belts. They clean trash and debris from seat pockets and arranged in-flight magazines, safety cards, and sickness bags. They also clean galleys and lavatories.","Wasafishaji wa ndege husafisha vyumba vya ndege na eropleni baada ya matumizi. Wananyonya vumbi au kufagia mambo ya ndani ya kabati, kupiga brashi uchafu kutoka kwenye viti, na kupanga mikanda ya usalama. Wanasafisha takataka na uchafu kutoka kwenye mifuko ya viti na kupanga majarida ya ndani ya ndege, kadi za usalama, na mifuko ya kichefuchefu. Pia wanasafisha jikoni na vyoo.","Wasafishaji wa ndege husafisha kabati za ndege na eropleni baada ya matumizi. Wananyonya vumbi au kufagia ndani ya kabati, kupiga brashi uchafu kutoka kwenye viti, na kupanga mikanda ya usalama. Wanasafisha takataka na uchafu kutoka kwenye mifuko ya viti na kupanga majarida ya ndani ya ndege, kadi za usalama, na mifuko ya kichefuchefu. Pia husafisha jikoni na vyoo vya ndege.","Mtaalamu wa usafi, ndege
msafishaji wa eropleni
mhudumu wa usafi wa eropleni
msafishaji wa ndege
msafishaji wa kabati
mhudumu wa usafi wa ndege
msafishaji wa eropleni","Mtaalamu wa usafi wa ndege
msafishaji wa eropleni
msafishaji wa ndege
msafishaji wa kabati"
687671c1ebd2bf665349e6f2,http://data.europa.eu/esco/occupation/8ba8acb8-c0f2-4679-ae15-3a4f6e876c6f,plastic rolling machine operator,opereta wa mashine ya kukunja plastiki,opereta wa mashine ya kukunja plastiki,"Plastic rolling machine operators operate and monitor machines to produce plastic rolls, or to flatten and reduce the material. They examine raw materials and finished products to make sure they are according to specifications.","Waendeshaji wa mashine ya kukunja plastiki huendesha na kufuatilia mashine za kuzalisha maroli ya plastiki, au kusawazisha na kupunguza nyenzo. Wanachunguza malighafi na bidhaa zilizokamilika ili kuhakikisha kuwa ziko kulingana na maelezo.","Waendeshaji wa mashine za kukunja plastiki huendesha na kufuatilia mashine za kutengeneza kanda za plastiki, au kusawazisha na kupunguza unene wa nyenzo. Wanachunguza malighafi na bidhaa zilizokamilika ili kuhakikisha kuwa ziko kulingana na maelezo yaliyowekwa.","Opereta, mashine: kuchonga (plastiki)
Opereta, mashine: kukata (plastiki)
Opereta, mashine: kuchora (plastiki)
Opereta, mashine: kusaga (plastiki)
opereta wa mashine ya kuchakata plastiki
mfanyakazi wa mashine ya kutengeneza kanda za plastiki
opereta wa mashine ya kutengeneza kanda za plastiki
mrekebishaji wa mashine ya kutengeneza kanda za plastiki
mwangalizi wa mashine ya kutengeneza kanda za plastiki
mfanyakazi wa mashine ya kukunja plastiki
opereta wa mashine ya kukunja plastiki
mrekebishaji wa mashine ya kukunja plastiki
mrekebishaji/opereta wa mashine ya kukunja plastiki
mwangalizi wa mashine ya kukunja plastiki
mfanyakazi wa mashine ya kukunja plastiki
mfanyakazi wa mashine ya kuchakata plastiki","Opereta, mashine: kuchonga (plastiki)
Opereta, mashine: kukata (plastiki)
Opereta, mashine: kuchora kwa kemikali (plastiki)
Opereta, mashine: kusaga (plastiki)
opereta wa mashine ya kusindika plastiki
mhudumu wa mashine ya kutengeneza maroli ya plastiki
opereta wa mashine ya kutengeneza maroli ya plastiki
mwekaji wa mashine ya kutengeneza maroli ya plastiki
mwangalizi wa mashine ya kutengeneza maroli ya plastiki
mhudumu wa mashine ya kukunja plastiki
opereta wa mashine ya kukunja plastiki
mwekaji wa mashine ya kukunja plastiki
mwekaji/opereta wa mashine ya kukunja plastiki
mwangalizi wa mashine ya kukunja plastiki
mfanyakazi wa mashine ya kukunja plastiki
mhudumu wa mashine ya kusindika plastiki"
687671c1ebd2bf665349e7a7,http://data.europa.eu/esco/occupation/c44a118d-18c1-46ac-985f-3e802a064b73,control panel assembler,mfunganishaji wa paneli za udhibiti,mfungaji wa paneli za kudhibiti,"Control panel assemblers read schematic drawings to assemble control panel units for electrical equipment. They put together wiring, switches, control and measuring apparatus and cables with hand operated tools.","Wafunganishaji wa paneli za udhibiti husoma michoro ya skematiki ili kuunganisha uniti za paneli za udhibiti kwa ajili ya vifaa vya umeme. Wanaunganisha nyaya, swichi, vifaa vya kudhibiti na kupimia pamoja na nyaya kwa kutumia zana zinazoendeshwa kwa mkono.","Wafungaji wa paneli za kudhibiti husoma michoro ya kiufundi ili kuunganisha vitengo vya paneli za kudhibiti kwa ajili ya vifaa vya umeme. Wanaunganisha nyaya, swichi, vifaa vya kudhibiti na kupima pamoja na nyaya kwa kutumia zana za mkono.","mfungaji wa paneli za kudhibiti umeme
mfungaji wa paneli za ufuatiliaji
fundi wa paneli za kudhibiti umeme
fundi mfungaji wa paneli za kudhibiti
mtengenezaji wa paneli za kudhibiti umeme
mtengenezaji wa paneli za kudhibiti
mfungaji wa paneli za kudhibiti umeme
fundi wa paneli za kudhibiti
mfungaji wa uzalishaji wa paneli za kudhibiti
muunganishaji wa nyaya za paneli
mfungaji wa bodi za paneli
mfungaji wa paneli za kudhibiti mchakato
mfungaji wa paneli za kudhibiti
mtengenezaji wa paneli za kudhibiti
mfungaji wa paneli za kudhibiti","mfunganishaji wa paneli za udhibiti wa umeme
mfunganishaji wa paneli za ufuatiliaji
fundi wa paneli za udhibiti wa umeme
fundi ufunganishaji wa paneli za udhibiti
mtengenezaji wa paneli za udhibiti wa umeme
mtengenezaji wa paneli za udhibiti
fundi wa paneli za udhibiti
mfunganishaji wa uzalishaji wa paneli za udhibiti
mfungaji nyaya za paneli
mfunganishaji wa ubao wa paneli
mfunganishaji wa paneli za udhibiti wa mchakato
mfunganishaji wa paneli za udhibiti"
687671c1ebd2bf665349e545,http://data.europa.eu/esco/occupation/dc14bed4-87ca-4e6c-9f69-458e2689d2d6,foundry operative,mfanyakazi wa kiwanda cha kuyeyusha chuma,mfanyakazi wa kiwanda cha ufuliaji vyuma,"Foundry operative manufacture castings, including pipes, tubes, hollow profiles and other products of the first processing of steel, by operating hand-controlled equipment in a foundry. They conduct the flow of molten ferrous and non-ferrous metals into moulds, taking care to create the exact right circumstances to obtain the highest quality metal. They observe the flow of metal to identify faults. In case of a fault, they notify the authorised personnel and participate in the removal of the fault.","Wafanyakazi wa kiwanda cha kuyeyusha chuma hutengeneza bidhaa za chuma zilizomiminwa, ikiwa ni pamoja na mabomba, tyubu, wasifu wenye uwazi na bidhaa nyingine za usindikaji wa kwanza wa chuma, kwa kuendesha vifaa vinavyodhibitiwa kwa mkono katika kiwanda cha kuyeyusha chuma. Wanaongoza mtiririko wa metali za ferasi na zisizo za ferasi zilizoyeyushwa kwenye kalibu, wakizingatia kuweka mazingira sahihi kabisa ili kupata chuma cha ubora wa juu zaidi. Wanatazama mtiririko wa chuma ili kutambua hitilafu. Ikitokea hitilafu, hutoa taarifa kwa wafanyakazi walioidhinishwa na kushiriki katika kuondoa hitilafu hiyo.","Wafanyakazi wa kiwanda cha ufuliaji vyuma hutengeneza bidhaa za kusulubiwa, ikiwa ni pamoja na mabomba, tyubu, wasifu wenye uwazi na bidhaa nyingine za usindikaji wa kwanza wa chuma, kwa kuendesha vifaa vinavyodhibitiwa kwa mkono katika kiwanda cha ufuliaji vyuma. Wanaongoza mtiririko wa vyuma vya ferasi na visivyo vya ferasi vilivyoyeyushwa ndani ya kalibu, wakizingatia kuunda mazingira sahihi kabisa ili kupata chuma cha ubora wa juu zaidi. Wanatazama mtiririko wa chuma ili kutambua makosa. Ikitokea hitilafu, wanatoa taarifa kwa wafanyakazi walioidhinishwa na kushiriki katika kuondoa hitilafu hiyo.","mfinyanzi wa chuma
opereta wa mchakato wa ufuliaji vyuma
mfanyakazi wa ufuliaji vyuma
msulubu wa chuma
mfinyanzi wa chuma
mfanyakazi wa kusulubu kwenye kalibu
mfula vyuma
mfanyakazi wa kusulubu
mbeba mwiko wa chuma cha moto
mmimina na msulubu
opereta wa ufuliaji vyuma
mfanyakazi wa kufinyanga na kusulubu
mfanyakazi wa kiwanda cha ufuliaji vyuma
opereta wa kusulubu
mfanyakazi wa kusulubu kwenye kalibu
msulubu
msulubu wa udhibiti mkuu
mbeba mwiko wa chuma
mfanyakazi wa kufinyanga na kusulubu (m,f,n)","mfinyanzi wa chuma
mwendeshaji wa michakato ya kiwanda cha kuyeyusha chuma
mfanyakazi wa kiwanda cha kuyeyusha chuma
mmiminaji wa chuma
mfanyakazi wa kumimina kwenye kalibu
mfanyakazi wa kumimina chuma
mshika mwiko wa chuma
mmiminaji na msukaji wa chuma
mwendeshaji wa kiwanda cha kuyeyusha chuma
mfanyakazi wa kufinyanga na kumimina chuma
mwendeshaji wa shughuli za kumimina chuma
mmiminaji chuma
mmiminaji chuma wa udhibiti mkuu
mfanyakazi wa kufinyanga na kumimina chuma (m,f,n)"
687671c1ebd2bf665349e333,http://data.europa.eu/esco/occupation/cb60beab-7afb-4e99-8162-221abea68e6d,consumer rights advisor,mshauri wa haki za mlaji,mshauri wa haki za mlaji,"Consumer rights advisors aid consumers with complaints and provide advice and information on rights as a consumer after purchase of products or services. They monitor organisations to ensure compliance to consumer rights standards, and aid consumers in handling disputes.","Washauri wa haki za mlaji huwasaidia walaji wenye malalamiko na kutoa ushauri na taarifa kuhusu haki kama mlaji baada ya kununua bidhaa au huduma. Wanazifuatilia mashirika ili kuhakikisha uzingatiaji wa viwango vya haki za mlaji, na kuwasaidia walaji katika kushughulikia migogoro.","Washauri wa haki za mlaji huwasaidia walaji kwa malalamiko na kutoa ushauri na taarifa kuhusu haki kama mlaji baada ya kununua bidhaa au huduma. Wanafuatilia mashirika ili kuhakikisha uzingatiaji wa viwango vya haki za mlaji, na kuwasaidia walaji katika kushughulikia migogoro.","afisa wa viwango vya biashara
mshauri wa huduma za kisheria
mshauri wa haki za mlaji
mshauri wa kisheria wa haki za mlaji
mshauri wa huduma za kisheria
mkaguzi wa usafi wa chakula
mshauri wa haki za mlaji
mshauri wa kisheria wa haki za mlaji","afisa viwango vya biashara
mshauri wa huduma za kisheria
mshauri wa haki za mlaji
mshauri wa kisheria wa haki za mlaji
mkaguzi wa usafi wa chakula"
687671c1ebd2bf665349e003,http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb,human resources officer,afisa wa rasilimali watu,afisa rasilimali watu,"Human resources officers develop and implement strategies that help their employers select and retain appropriately qualified staff within that business sector. They recruit staff, prepare job advertisements, interview and short-list people, negotiate with employment agencies, and set up working conditions. Human resources officers also administer the payroll, review salaries and advise on remuneration benefits and employment law. They arrange for training opportunities to enhance employees' performance.","Maafisa wa rasilimali watu huandaa na kutekeleza mikakati inayosaidia waajiri wao kuchagua na kubakiza wafanyakazi wenye sifa zinazostahili ndani ya sekta hiyo ya biashara. Wanaajiri wafanyakazi, kuandaa matangazo ya kazi, kuhoji na kuchuja watu, kujadiliana na mawakala wa ajira, na kuweka mazingira ya kazi. Maafisa wa rasilimali watu pia husimamia malipo, kupitia mishahara na kushauri kuhusu faida za malipo na sheria ya ajira. Wanapanga fursa za mafunzo ili kuboresha utendaji wa wafanyakazi.","Maafisa rasilimali watu huandaa na kutekeleza mikakati inayosaidia waajiri wao kuchagua na kubakiza wafanyakazi wenye sifa zinazostahili ndani ya sekta hiyo ya biashara. Wanaajiri wafanyakazi, huandaa matangazo ya kazi, huwahoji na kuwachuja watu, hufanya mazungumzo na mawakala wa ajira, na kuweka mazingira ya kazi. Maafisa rasilimali watu pia husimamia malipo, hupitia mishahara na kushauri kuhusu mafao ya malipo na sheria ya ajira. Wanapanga fursa za mafunzo ili kuimarisha utendaji wa wafanyakazi.","mkurugenzi wa HR
afisa wa HR
mwakilishi wa HR
mwakilishi wa HR
msimamizi wa HR
mfanyakazi wa HR
Mpanaji wa Mtaji wa Kibinadamu
mkufunzi wa umahiri
afisa rasilimali watu
mkurugenzi wa rasilimali watu
afisa rasilimali watu
mwakilishi wa rasilimali watu
mwakilishi wa rasilimali watu
msimamizi wa rasilimali watu
mfanyakazi wa rasilimali watu
kocha wa ujifunzaji wa maisha yote
msimamizi wa wafanyakazi
msaidizi wa wafanyakazi
mtaalamu wa maendeleo ya wafanyakazi
mkurugenzi wa wafanyakazi
mtaalamu wa wafanyakazi
meneja wa wafanyakazi
afisa wa wafanyakazi
mwajiri wa wafanyakazi
mwakilishi wa wafanyakazi
mwakilishi wa wafanyakazi
msimamizi wa wafanyakazi
mfanyakazi wa wafanyakazi
mkufunzi wa ujuzi","mkurugenzi wa HR
afisa wa HR
mwakilishi wa HR
msimamizi wa HR
mfanyakazi wa HR
mpangaji wa mtaji wa binadamu
mkufunzi wa umahiri
afisa wa rasilimali watu
mkurugenzi wa rasilimali watu
mwakilishi wa rasilimali watu
msimamizi wa rasilimali watu
mfanyakazi wa rasilimali watu
kocha wa elimu ya maisha yote
msimamizi wa wafanyakazi
msaidizi wa wafanyakazi
mtaalamu wa maendeleo ya wafanyakazi
mkurugenzi wa wafanyakazi
mtaalamu wa wafanyakazi
meneja wa wafanyakazi
afisa wa wafanyakazi
mtafuta wafanyakazi
mwakilishi wa wafanyakazi
mfanyakazi wa wafanyakazi
mkufunzi wa ujuzi"
687671c1ebd2bf665349e39d,http://data.europa.eu/esco/occupation/50b41847-6dad-4a2e-9427-a0374c2963fd,stage machinist,fundi mitambo wa jukwaa,fundi mitambo wa jukwaani,"Stage machinists manipulate sets and other elements in a performance based on the artistic or creative concept, in interaction with the performers. Their work is influenced by and influences the results of other operators. Therefore, the stage machinists work closely together with the designers, operators and performers. Stage machinists prepare and perform the setup, execute changeovers and operate manual fly bar systems. Their work is based on plans, instructions and calculations.","Mafundi mitambo wa jukwaa huendesha seti na vipengele vingine katika onyesho kulingana na dhana ya kisanii au ubunifu, kwa kushirikiana na waigizaji. Kazi yao huathiriwa na na huathiri matokeo ya waendeshaji wengine. Kwa hivyo, mafundi mitambo wa jukwaa hufanya kazi kwa karibu na wabunifu, waendeshaji na waigizaji. Mafundi mitambo wa jukwaa huandaa na kufanya usanidi, kutekeleza mabadiliko na kuendesha mifumo ya mikono ya baa za kuruka. Kazi yao inategemea mipango, maelekezo na mahesabu.","Mafundi mitambo wa jukwaani huendesha seti na vipengele vingine katika onyesho kulingana na dhana ya kisanii au ubunifu, kwa kushirikiana na waigizaji. Kazi yao huathiriwa na na huathiri matokeo ya waendeshaji wengine. Kwa hivyo, mafundi mitambo wa jukwaani hufanya kazi kwa karibu na wabunifu, waendeshaji na waigizaji. Mafundi mitambo wa jukwaani huandaa na kufanya usanidi, kutekeleza mabadiliko na kuendesha mifumo ya mwongozo ya kamba za kurushia. Kazi yao inategemea mipango, maelekezo na hesabu.","fundi wa mfumo wa kurusha
fundi mitambo wa jukwaani
fundi wa jukwaa na mwanga
fundi makenika wa ukumbi wa michezo
msimamizi wa makenika wa seti
opereta wa mfumo wa kurusha
fundi mitambo wa ukumbi wa michezo
fundi wa jukwaa na mwanga
fundi makenika wa ukumbi wa michezo
fundi mitambo wa ukumbi wa michezo
fundi makenika wa jukwaani
mhamisha mandhari
fundi wa mwanga na jukwaa
opereta wa kurusha
fundi wa seti
fundi wa mwanga na jukwaa
mwendeshaji wa kamba za jukwaani
mkuu wa mafundi wa jukwaani","fundi wa mfumo wa kuruka
fundi mitambo wa jukwaa
fundi wa jukwaa na mwanga
fundi mitambo wa ukumbi
msimamizi wa ufundi wa seti
mwendeshaji wa mfumo wa kuruka
fundi mitambo wa ukumbi wa michezo
mhamisha mandhari
fundi wa mwanga na jukwaa
mwendeshaji wa kuruka
fundi wa seti
mwendeshaji wa kamba za jukwaa
mkuu wa mafundi wa jukwaa"
687671c1ebd2bf665349e5fa,http://data.europa.eu/esco/occupation/7f35043b-ebb5-40bf-9974-46a29915f6bf,book-sewing machine operator,opereta wa mashine ya kushona vitabu,opereta wa mashine ya kushona vitabu,Book-sewing machine operators tend a machine that stitches paper together to form a volume. They check that signatures are inserted the right way and the machine does not jam.,Waendeshaji wa mashine ya kushona vitabu huhudumia mashine inayoshona karatasi pamoja ili kuunda kitabu. Wanakagua kuwa saini zimeingizwa kwa njia sahihi na mashine haikwami.,Waendeshaji wa mashine za kushona vitabu huangalia mashine inayounganisha karatasi pamoja ili kuunda kitabu. Wanahakikisha kuwa saini zimeingizwa kwa njia sahihi na mashine haikwami.,"Mshonaji, ujalidi wa vitabu
opereta wa mashine ya kushona vitabu
mtaalamu wa mashine ya kushona vitabu
fundi wa mashine ya kushona vitabu
mwangalizi wa mashine ya kushona vitabu
mshonaji wa karatasi
opereta wa mashine ya kushona karatasi
mtaalamu wa mashine ya kushona karatasi
fundi wa mashine ya kushona karatasi
opereta wa mashine ya kushona
opereta wa mashine ya kushona vitabu kwa uzi
mtaalamu wa mashine ya kushona vitabu kwa uzi
fundi wa mashine ya kushona vitabu kwa uzi
opereta wa mashine ya kushona vitabu kwa uzi
mwangalizi wa mashine ya kushona vitabu kwa uzi","Mshonaji, ujalada wa vitabu
opereta wa mashine ya kushona vitabu
mtaalamu wa mashine ya kushona vitabu
fundi wa mashine ya kushona vitabu
mhudumu wa mashine ya kushona vitabu
mshonaji karatasi
opereta wa mashine ya kushona karatasi
mtaalamu wa mashine ya kushona karatasi
fundi wa mashine ya kushona karatasi
opereta wa mashine ya kushona
opereta wa mashine ya kushona vitabu kwa uzi
mtaalamu wa mashine ya kushona vitabu kwa uzi
fundi wa mashine ya kushona vitabu kwa uzi
mhudumu wa mashine ya kushona vitabu kwa uzi"
687671c1ebd2bf665349e0ff,http://data.europa.eu/esco/occupation/ec2c0655-5ba0-4cc8-860a-977f73b37f34,subtitler,mtaalamu wa manukuu,mtaalamu wa manukuu,"Subtitlers can work intralingually, within the same language, or interlingually, across languages. Intralingual subtitlers create the subtitles for hearing-impaired viewers, whereas interlingual subtitlers create the subtitles for movies or television programmes in a different language to the one heard in the audiovisual production. They both ensure that the captions and subtitles are synchronised with the sound, images and dialogue of the audiovisual work.","Wataalamu wa manukuu wanaweza kufanya kazi ndani ya lugha moja, au kati ya lugha tofauti. Wataalamu wa manukuu ya lugha moja huunda manukuu kwa ajili ya watazamaji wenye ulemavu wa kusikia, ilhali wataalamu wa manukuu ya lugha tofauti huunda manukuu ya filamu au vipindi vya televisheni katika lugha tofauti na ile inayosikika katika uzalishaji wa sauti na picha. Wote wawili huhakikisha kuwa manukuu yanasawazishwa na sauti, picha na mazungumzo ya kazi ya sauti na picha.","Wataalamu wa manukuu wanaweza kufanya kazi ndani ya lugha moja, au kati ya lugha tofauti. Wataalamu wa manukuu ya lugha moja huunda manukuu kwa ajili ya watazamaji wenye matatizo ya kusikia, ilhali wataalamu wa manukuu ya lugha tofauti huunda manukuu ya filamu au vipindi vya televisheni katika lugha tofauti na ile inayosikika katika uzalishaji wa sauti na picha. Wote wawili huhakikisha kuwa maelezo na manukuu yanaoana na sauti, picha na mazungumzo ya kazi ya sauti na picha.","mhariri wa manukuu yaliyofungwa
mtaalamu wa manukuu ya chini na ya juu
mwandishi wa manukuu
mtaalamu wa manukuu
mtoa huduma wa CART
wataalamu wa manukuu
mtaalamu wa manukuu ya moja kwa moja
mrekebishaji wa manukuu
mhariri wa manukuu
mtaalamu wa manukuu/mrekebishaji
mtaalamu wa manukuu ya video
mwandishi wa manukuu
mtaalamu wa manukuu ya filamu
mrekebishaji wa manukuu
mtaalamu wa manukuu/mrekebishaji","mhariri wa manukuu yaliyofungwa
mtaalamu wa manukuu na surtitler
mtoa manukuu
mtaalamu wa manukuu
mtoa huduma wa CART
wataalamu wa manukuu
mtaalamu wa manukuu ya moja kwa moja
mrekebishaji wa manukuu
mhariri wa manukuu
mtaalamu wa manukuu/mrekebishaji
mtaalamu wa manukuu ya video
mwandishi wa manukuu
mtaalamu wa manukuu ya filamu"
687671c0ebd2bf665349dcb4,http://data.europa.eu/esco/occupation/4f49df98-98b8-4a9e-98ad-9c5557817eba,strategic planning manager,meneja wa mipango mkakati,meneja wa mipango ya kimkakati,"Strategic planning managers create, together with a team of managers, the strategic plans of the company as a whole, and provide coordination in the implementation per department. They help to interpret the overall plan and create a detailed plan for each one of the departments and branches. They ensure consistency in the implementation.","Meneja wa mipango mkakati huunda, pamoja na timu ya mameneja, mipango mkakati ya kampuni kwa ujumla, na kutoa uratibu katika utekelezaji kwa kila idara. Wanasaidia kutafsiri mpango mkuu na kuunda mpango wa kina kwa kila moja ya idara na matawi. Wanahakikisha uthabiti katika utekelezaji.","Mameneja wa mipango ya kimkakati huunda, pamoja na timu ya mameneja, mipango ya kimkakati ya kampuni kwa ujumla, na kutoa uratibu katika utekelezaji kwa kila idara. Wanasaidia kutafsiri mpango mkuu na kuunda mpango wa kina kwa kila moja ya idara na matawi. Wanahakikisha uthabiti katika utekelezaji.","Meneja wa Mikakati na Usimamizi wa Mabadiliko
Meneja, Mipango na Maendeleo
mkurugenzi wa mipango ya uendelevu wa biashara
mkurugenzi wa mkakati wa uendelevu wa biashara
mwanamikakati wa shirika
mtaalamu wa uvumbuzi na mkakati
meneja wa mipango
meneja wa mipango ya biashara ya kimkakati
meneja wa maendeleo ya kimkakati
meneja wa kimkakati
meneja wa mipango ya kimkakati
mshauri wa mkakati
meneja wa mkakati","Meneja wa Mkakati na Usimamizi wa Mabadiliko
Meneja, Mipango na Maendeleo
mkurugenzi wa mipango ya uendelevu wa biashara
mkurugenzi wa mkakati wa uendelevu wa biashara
mwanamkakati wa shirika
mtaalamu wa uvumbuzi na mkakati
meneja wa mipango
meneja wa mipango mkakati ya biashara
meneja wa maendeleo ya kimkakati
meneja mkakati
meneja wa mipango mkakati
mshauri wa mkakati
meneja wa mkakati"
