ID,ORIGINURI,PREFERREDLABEL_EN,PREFERREDLABEL_SW_gemini_2_5_flash,PREFERREDLABEL_SW_gemini_2_5_pro,PREFERREDLABEL_SW_gemini_3_pro,DESCRIPTION_EN,DESCRIPTION_SW_gemini_2_5_flash,DESCRIPTION_SW_gemini_2_5_pro,DESCRIPTION_SW_gemini_3_pro,ALTLABELS_SW_gemini_2_5_pro,ALTLABELS_SW_gemini_3_pro,ALTLABELS_SW_gemini_2_5_flash
687671c1ebd2bf665349e596,http://data.europa.eu/esco/occupation/98c429ad-128e-467e-803a-9a6dc1ceed72,tyre fitter,mfungaji wa matairi,Fundi wa tairi,,"Tyre fitters inspect, maintain, repair and fit tyres to vehicles. They advise clients on different tyre and wheel types. Furthermore they balance the tyres, verify that the wheels are aligned correctly and ensure compliance with safety standards and regulations.","Wafungaji wa matairi hukagua, kudumisha, kukarabati na kufunga matairi kwenye magari. Wanawashauri wateja kuhusu aina tofauti za matairi na magurudumu. Aidha, wanasawazisha matairi, wanahakikisha kuwa magurudumu yamepangiliwa kwa usahihi na kuhakikisha uzingatiaji wa viwango na kanuni za usalama.","Mafundi wa tairi hukagua, hudumisha, hurekebisha na hufunga tairi kwenye magari. Huwashauri wateja kuhusu aina tofauti za tairi na magurudumu. Aidha, husawazisha tairi, huhakikisha kuwa magurudumu yamenyooka ipasavyo na kuhakikisha uzingatiaji wa viwango na kanuni za usalama.",,"Mkaguzi wa tairi
Fundi mitambo wa magurudumu
Fundi wa kufunga na kugeuza
Fundi wa tairi
Mfungaji wa magurudumu
Fundi mitambo
Msaidizi wa gereji
Fundi wa tairi",,"mkaguzi wa matairi
fundi wa magurudumu
mfungaji na mgeuzaji
mfungaji wa tairi
mfungaji wa magurudumu
fundi mitambo
msaidizi wa gereji
mfungaji wa matairi"
687671c1ebd2bf665349dfc9,http://data.europa.eu/esco/occupation/b09acdda-6680-49d1-a411-129610ee3bc0,corporate risk manager,meneja wa hatari za shirika,Meneja wa Hatari za Shirika,,"Corporate risk managers identify and assess potential threats and opportunities to a company, and give advice on how to deal with them. They create preventive plans to avoid and reduce risks, and put plans in place for when the company is threatened. They coordinate risk management aspects across the different functions of an organisation and are responsible for technical activities such as risk assessment, risk mapping and insurance purchase. They report on risk issues to the senior management and the company's board.","Mameneja wa hatari za shirika hutambua na kutathmini vitisho na fursa zinazoweza kutokea kwa kampuni, na kutoa ushauri wa jinsi ya kukabiliana nazo. Wanaunda mipango ya kuzuia ili kuepuka na kupunguza hatari, na kuweka mipango wakati kampuni inatishiwa. Wanaratibu vipengele vya usimamizi wa hatari katika kazi mbalimbali za shirika na wanawajibika kwa shughuli za kiufundi kama vile tathmini ya hatari, ramani ya hatari na ununuzi wa bima. Wanatoa ripoti kuhusu masuala ya hatari kwa usimamizi mkuu na bodi ya kampuni.","Meneja wa hatari za shirika hubainisha na kutathmini vitisho na fursa zinazoweza kuikabili kampuni, na kutoa ushauri jinsi ya kukabiliana navyo. Huandaa mipango ya kinga ili kuepuka na kupunguza hatari, na kuweka mipango ya utekelezaji pale kampuni inapokabiliwa na tishio. Huratibu masuala ya usimamizi wa hatari katika idara mbalimbali za shirika na huwajibika kwa shughuli za kiufundi kama vile tathmini ya hatari, uchoraji ramani ya hatari na ununuzi wa bima. Hutoa ripoti kuhusu masuala ya hatari kwa wasimamizi wakuu na bodi ya kampuni.",,"Meneja wa hatari
Mtaalamu wa usimamizi wa hatari
Afisa mkuu wa hatari
Meneja wa hatari za uendeshaji
Mshauri wa hatari na bima
Meneja wa idara ya hatari za shirika
Mtendaji mkuu wa hatari
Mkurugenzi wa usimamizi wa hatari
Meneja wa Hatari za Shirika",,"meneja wa hatari
mtaalamu wa usimamizi wa hatari
afisa mkuu wa hatari
meneja wa hatari za uendeshaji
mshauri wa hatari na bima
meneja wa idara ya hatari za shirika
mtendaji mkuu wa hatari
mkurugenzi wa usimamizi wa hatari
meneja wa hatari za shirika"
687671c1ebd2bf665349e7f2,http://data.europa.eu/esco/occupation/69e4e877-9d7a-4df0-973b-34defd318e26,aircraft groomer,msafishaji wa ndege,Msafishaji wa Ndege,,"Aircraft groomers clean aircraft cabins and airplanes after usage. They vacuum or sweep the interior of cabin, brush debris from seats, and arrange seat belts. They clean trash and debris from seat pockets and arranged in-flight magazines, safety cards, and sickness bags. They also clean galleys and lavatories.","Wasafishaji wa ndege husafisha vyumba vya ndege na eropleni baada ya matumizi. Wananyonya vumbi au kufagia mambo ya ndani ya kabati, kupiga brashi uchafu kutoka kwenye viti, na kupanga mikanda ya usalama. Wanasafisha takataka na uchafu kutoka kwenye mifuko ya viti na kupanga majarida ya ndani ya ndege, kadi za usalama, na mifuko ya kichefuchefu. Pia wanasafisha jikoni na vyoo.","Wasafishaji wa ndege husafisha kabati za ndege na ndege zenyewe baada ya kutumika. Hutumia ombwe au kufagia ndani ya kabati, kuondoa uchafu kwenye viti, na kupanga mikanda ya usalama. Husafisha takataka na uchafu kutoka kwenye mifuko ya viti na kupanga majarida ya safarini, kadi za usalama, na mifuko ya kutapikia. Pia husafisha majiko na vyoo.",,"Mnakshi wa ndege
Msafishaji wa eropleni
Msafishaji wa eropleni
Msafishaji wa Ndege
Msafishaji wa kabati la ndege
Msafishaji wa ndege
Msafishaji wa ndege",,"Mtaalamu wa usafi wa ndege
msafishaji wa eropleni
msafishaji wa ndege
msafishaji wa kabati"
687671c1ebd2bf665349e6f2,http://data.europa.eu/esco/occupation/8ba8acb8-c0f2-4679-ae15-3a4f6e876c6f,plastic rolling machine operator,opereta wa mashine ya kukunja plastiki,Opereta wa Mashine ya Kuviringisha Plastiki,,"Plastic rolling machine operators operate and monitor machines to produce plastic rolls, or to flatten and reduce the material. They examine raw materials and finished products to make sure they are according to specifications.","Waendeshaji wa mashine ya kukunja plastiki huendesha na kufuatilia mashine za kuzalisha maroli ya plastiki, au kusawazisha na kupunguza nyenzo. Wanachunguza malighafi na bidhaa zilizokamilika ili kuhakikisha kuwa ziko kulingana na maelezo.","Opereta wa mashine za kuviringisha plastiki huendesha na kufuatilia mashine ili kuzalisha viringo vya plastiki, au kusawazisha na kupunguza ukubwa wa nyenzo. Hukagua malighafi na bidhaa zilizokamilika ili kuhakikisha zinafuata vipimo vilivyowekwa.",,"Opereta, mashine: kuchonga (plastiki)
Opereta, mashine: kukata (plastiki)
Opereta, mashine: kuchora kwa asidi (plastiki)
Opereta, mashine: kusaga (plastiki)
Opereta wa mashine ya kuchakata plastiki
Mfanyakazi wa mashine ya kuunda viringo vya plastiki
Opereta wa mashine ya kuunda viringo vya plastiki
Mrekebishaji wa mashine ya kuunda viringo vya plastiki
Mhudumu wa mashine ya kuunda viringo vya plastiki
Mfanyakazi wa mashine ya kuviringisha plastiki
Opereta wa Mashine ya Kuviringisha Plastiki
Mrekebishaji wa mashine ya kuviringisha plastiki
Mrekebishaji/Opereta wa mashine ya kuviringisha plastiki
Mhudumu wa mashine ya kuviringisha plastiki
Mfanyakazi wa mashine ya kuviringisha plastiki
Mfanyakazi wa mashine ya kuchakata plastiki",,"Opereta, mashine: kuchonga (plastiki)
Opereta, mashine: kukata (plastiki)
Opereta, mashine: kuchora kwa kemikali (plastiki)
Opereta, mashine: kusaga (plastiki)
opereta wa mashine ya kusindika plastiki
mhudumu wa mashine ya kutengeneza maroli ya plastiki
opereta wa mashine ya kutengeneza maroli ya plastiki
mwekaji wa mashine ya kutengeneza maroli ya plastiki
mwangalizi wa mashine ya kutengeneza maroli ya plastiki
mhudumu wa mashine ya kukunja plastiki
opereta wa mashine ya kukunja plastiki
mwekaji wa mashine ya kukunja plastiki
mwekaji/opereta wa mashine ya kukunja plastiki
mwangalizi wa mashine ya kukunja plastiki
mfanyakazi wa mashine ya kukunja plastiki
mhudumu wa mashine ya kusindika plastiki"
687671c1ebd2bf665349e7a7,http://data.europa.eu/esco/occupation/c44a118d-18c1-46ac-985f-3e802a064b73,control panel assembler,mfunganishaji wa paneli za udhibiti,Mwuunganishaji wa Paneli za Udhibiti,,"Control panel assemblers read schematic drawings to assemble control panel units for electrical equipment. They put together wiring, switches, control and measuring apparatus and cables with hand operated tools.","Wafunganishaji wa paneli za udhibiti husoma michoro ya skematiki ili kuunganisha uniti za paneli za udhibiti kwa ajili ya vifaa vya umeme. Wanaunganisha nyaya, swichi, vifaa vya kudhibiti na kupimia pamoja na nyaya kwa kutumia zana zinazoendeshwa kwa mkono.","Waunganishaji wa paneli za udhibiti husoma michoro ya skematiki ili kuunganisha vitengo vya paneli za udhibiti kwa ajili ya vifaa vya umeme. Huunganisha waya, swichi, vifaa vya kudhibiti na kupimia pamoja na nyaya kwa kutumia zana za mikono.",,"Mwuunganishaji wa paneli za udhibiti wa umeme
Mwuunganishaji wa paneli za ufuatiliaji
Fundi wa paneli za udhibiti wa umeme
Fundi wa uunganishaji wa paneli za udhibiti
Mtengenezaji wa paneli za udhibiti wa umeme
Mtengenezaji wa paneli za udhibiti
Mwuunganishaji wa paneli za udhibiti wa umeme
Fundi wa paneli za udhibiti
Mwuunganishaji wa uzalishaji wa paneli za udhibiti
Mfungaji waya wa paneli
Mwuunganishaji wa bodi za paneli
Mwuunganishaji wa paneli za udhibiti wa michakato
Mwuunganishaji wa Paneli za Udhibiti
Mtengenezaji wa paneli za udhibiti
Mwuunganishaji wa paneli za udhibiti",,"mfunganishaji wa paneli za udhibiti wa umeme
mfunganishaji wa paneli za ufuatiliaji
fundi wa paneli za udhibiti wa umeme
fundi ufunganishaji wa paneli za udhibiti
mtengenezaji wa paneli za udhibiti wa umeme
mtengenezaji wa paneli za udhibiti
fundi wa paneli za udhibiti
mfunganishaji wa uzalishaji wa paneli za udhibiti
mfungaji nyaya za paneli
mfunganishaji wa ubao wa paneli
mfunganishaji wa paneli za udhibiti wa mchakato
mfunganishaji wa paneli za udhibiti"
687671c1ebd2bf665349e545,http://data.europa.eu/esco/occupation/dc14bed4-87ca-4e6c-9f69-458e2689d2d6,foundry operative,mfanyakazi wa kiwanda cha kuyeyusha chuma,Mfanyakazi wa Kiwanda cha Uyeyushaji Metali,,"Foundry operative manufacture castings, including pipes, tubes, hollow profiles and other products of the first processing of steel, by operating hand-controlled equipment in a foundry. They conduct the flow of molten ferrous and non-ferrous metals into moulds, taking care to create the exact right circumstances to obtain the highest quality metal. They observe the flow of metal to identify faults. In case of a fault, they notify the authorised personnel and participate in the removal of the fault.","Wafanyakazi wa kiwanda cha kuyeyusha chuma hutengeneza bidhaa za chuma zilizomiminwa, ikiwa ni pamoja na mabomba, tyubu, wasifu wenye uwazi na bidhaa nyingine za usindikaji wa kwanza wa chuma, kwa kuendesha vifaa vinavyodhibitiwa kwa mkono katika kiwanda cha kuyeyusha chuma. Wanaongoza mtiririko wa metali za ferasi na zisizo za ferasi zilizoyeyushwa kwenye kalibu, wakizingatia kuweka mazingira sahihi kabisa ili kupata chuma cha ubora wa juu zaidi. Wanatazama mtiririko wa chuma ili kutambua hitilafu. Ikitokea hitilafu, hutoa taarifa kwa wafanyakazi walioidhinishwa na kushiriki katika kuondoa hitilafu hiyo.","Wafanyakazi wa viwanda vya uyeyushaji metali hutengeneza bidhaa za umiminaji, ikiwemo mabomba, neli, wasifu wenye uwazi na bidhaa nyingine za uchakataji wa kwanza wa chuma, kwa kuendesha vifaa vinavyodhibitiwa kwa mikono katika kiwanda cha uyeyushaji. Huelekeza mtiririko wa metali zenye na zisizo na chuma zilizoyeyushwa kwenye kalibu, wakihakikisha wanatengeneza mazingira sahihi kabisa ili kupata metali ya ubora wa juu zaidi. Huchunguza mtiririko wa metali ili kubaini kasoro. Ikitokea kasoro, huwajulisha wafanyakazi walioidhinishwa na kushiriki katika kuondoa kasoro hiyo.",,"Mfumaji wa metali
Opereta wa mchakato wa uyeyushaji metali
Mfanyakazi wa uyeyushaji metali
Mmimimaji wa metali
Mfumaji wa metali
Mfanyakazi wa umiminaji kwenye kalibu
Mhunzi wa uyeyushaji
Mfanyakazi wa umiminaji
Mshika upawa
Mmimaji na mchorongaji
Opereta wa uyeyushaji metali
Mfanyakazi wa ufumaji na umiminaji
Mfanyakazi wa Kiwanda cha Uyeyushaji Metali
Opereta wa umiminaji
Mfanyakazi wa umiminaji kwenye kalibu
Mmimaji
Mmimaji wa udhibiti mkuu
Mshika upawa
Mfanyakazi wa ufumaji na umiminaji",,"mfinyanzi wa chuma
mwendeshaji wa michakato ya kiwanda cha kuyeyusha chuma
mfanyakazi wa kiwanda cha kuyeyusha chuma
mmiminaji wa chuma
mfanyakazi wa kumimina kwenye kalibu
mfanyakazi wa kumimina chuma
mshika mwiko wa chuma
mmiminaji na msukaji wa chuma
mwendeshaji wa kiwanda cha kuyeyusha chuma
mfanyakazi wa kufinyanga na kumimina chuma
mwendeshaji wa shughuli za kumimina chuma
mmiminaji chuma
mmiminaji chuma wa udhibiti mkuu
mfanyakazi wa kufinyanga na kumimina chuma (m,f,n)"
687671c1ebd2bf665349e333,http://data.europa.eu/esco/occupation/cb60beab-7afb-4e99-8162-221abea68e6d,consumer rights advisor,mshauri wa haki za mlaji,Mshauri wa Haki za Mtumiaji,,"Consumer rights advisors aid consumers with complaints and provide advice and information on rights as a consumer after purchase of products or services. They monitor organisations to ensure compliance to consumer rights standards, and aid consumers in handling disputes.","Washauri wa haki za mlaji huwasaidia walaji wenye malalamiko na kutoa ushauri na taarifa kuhusu haki kama mlaji baada ya kununua bidhaa au huduma. Wanazifuatilia mashirika ili kuhakikisha uzingatiaji wa viwango vya haki za mlaji, na kuwasaidia walaji katika kushughulikia migogoro.","Washauri wa haki za watumiaji huwasaidia watumiaji wenye malalamiko na kutoa ushauri na taarifa kuhusu haki za mtumiaji baada ya kununua bidhaa au huduma. Wanafuatilia mashirika kuhakikisha yanafuata viwango vya haki za watumiaji, na kuwasaidia watumiaji katika kushughulikia mizozo.",,"Afisa wa viwango vya biashara
Mshauri wa huduma za kisheria
Mshauri wa haki za mtumiaji
Mshauri wa kisheria wa haki za mtumiaji
Mshauri wa huduma za kisheria
Mkaguzi wa usafi wa chakula
Mshauri wa Haki za Mtumiaji
Mshauri wa kisheria wa haki za mtumiaji",,"afisa viwango vya biashara
mshauri wa huduma za kisheria
mshauri wa haki za mlaji
mshauri wa kisheria wa haki za mlaji
mkaguzi wa usafi wa chakula"
687671c1ebd2bf665349e003,http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb,human resources officer,afisa wa rasilimali watu,Afisa Rasilimali Watu,,"Human resources officers develop and implement strategies that help their employers select and retain appropriately qualified staff within that business sector. They recruit staff, prepare job advertisements, interview and short-list people, negotiate with employment agencies, and set up working conditions. Human resources officers also administer the payroll, review salaries and advise on remuneration benefits and employment law. They arrange for training opportunities to enhance employees' performance.","Maafisa wa rasilimali watu huandaa na kutekeleza mikakati inayosaidia waajiri wao kuchagua na kubakiza wafanyakazi wenye sifa zinazostahili ndani ya sekta hiyo ya biashara. Wanaajiri wafanyakazi, kuandaa matangazo ya kazi, kuhoji na kuchuja watu, kujadiliana na mawakala wa ajira, na kuweka mazingira ya kazi. Maafisa wa rasilimali watu pia husimamia malipo, kupitia mishahara na kushauri kuhusu faida za malipo na sheria ya ajira. Wanapanga fursa za mafunzo ili kuboresha utendaji wa wafanyakazi.","Maafisa rasilimali watu hubuni na kutekeleza mikakati inayowasaidia waajiri wao kuchagua na kubakiza wafanyakazi wenye sifa zinazofaa ndani ya sekta hiyo ya biashara. Wanaajiri wafanyakazi, huandaa matangazo ya kazi, huwahoji na kuwachuja watu, hujadiliana na mashirika ya ajira, na kuweka mazingira ya kazi. Maafisa rasilimali watu pia husimamia malipo ya mishahara, hupitia upya mishahara na kushauri kuhusu manufaa ya malipo na sheria za ajira. Wanaandaa fursa za mafunzo ili kuboresha utendaji kazi wa wafanyakazi.",,"Mkurugenzi wa Rasilimali Watu
Afisa wa Rasilimali Watu
Mwakilishi wa Rasilimali Watu
Mwakilishi wa Rasilimali Watu
Msimamizi wa Rasilimali Watu
Mfanyakazi wa Rasilimali Watu
Mpangaji wa Mtaji wa Watu
Mkufunzi wa umahiri
Afisa wa rasilimali watu
Mkurugenzi wa rasilimali watu
Afisa Rasilimali Watu
Mwakilishi wa rasilimali watu
Mwakilishi wa rasilimali watu
Msimamizi wa rasilimali watu
Mfanyakazi wa rasilimali watu
Kocha wa mafunzo endelevu
Mtawala wa wafanyakazi
Msaidizi wa wafanyakazi
Mtaalamu wa maendeleo ya wafanyakazi
Mkurugenzi wa wafanyakazi
Mtaalamu wa wafanyakazi
Meneja wa wafanyakazi
Afisa wa wafanyakazi
Msajili wa wafanyakazi
Mwakilishi wa wafanyakazi
Mwakilishi wa wafanyakazi
Msimamizi wa wafanyakazi
Mfanyakazi wa wafanyakazi
Mkufunzi wa ujuzi",,"mkurugenzi wa HR
afisa wa HR
mwakilishi wa HR
msimamizi wa HR
mfanyakazi wa HR
mpangaji wa mtaji wa binadamu
mkufunzi wa umahiri
afisa wa rasilimali watu
mkurugenzi wa rasilimali watu
mwakilishi wa rasilimali watu
msimamizi wa rasilimali watu
mfanyakazi wa rasilimali watu
kocha wa elimu ya maisha yote
msimamizi wa wafanyakazi
msaidizi wa wafanyakazi
mtaalamu wa maendeleo ya wafanyakazi
mkurugenzi wa wafanyakazi
mtaalamu wa wafanyakazi
meneja wa wafanyakazi
afisa wa wafanyakazi
mtafuta wafanyakazi
mwakilishi wa wafanyakazi
mfanyakazi wa wafanyakazi
mkufunzi wa ujuzi"
687671c1ebd2bf665349e39d,http://data.europa.eu/esco/occupation/50b41847-6dad-4a2e-9427-a0374c2963fd,stage machinist,fundi mitambo wa jukwaa,Fundi Mitambo wa Jukwaa,,"Stage machinists manipulate sets and other elements in a performance based on the artistic or creative concept, in interaction with the performers. Their work is influenced by and influences the results of other operators. Therefore, the stage machinists work closely together with the designers, operators and performers. Stage machinists prepare and perform the setup, execute changeovers and operate manual fly bar systems. Their work is based on plans, instructions and calculations.","Mafundi mitambo wa jukwaa huendesha seti na vipengele vingine katika onyesho kulingana na dhana ya kisanii au ubunifu, kwa kushirikiana na waigizaji. Kazi yao huathiriwa na na huathiri matokeo ya waendeshaji wengine. Kwa hivyo, mafundi mitambo wa jukwaa hufanya kazi kwa karibu na wabunifu, waendeshaji na waigizaji. Mafundi mitambo wa jukwaa huandaa na kufanya usanidi, kutekeleza mabadiliko na kuendesha mifumo ya mikono ya baa za kuruka. Kazi yao inategemea mipango, maelekezo na mahesabu.","Mafundi mitambo wa jukwaa hudhibiti seti na vifaa vingine katika onyesho kulingana na dhana ya kisanii au ubunifu, wakishirikiana na waigizaji. Kazi yao huathiriwa na pia huathiri matokeo ya waendeshaji wengine. Kwa hivyo, mafundi mitambo wa jukwaa hufanya kazi kwa karibu na wabunifu, waendeshaji na waigizaji. Mafundi mitambo wa jukwaa huandaa na kufanya usanidi, kutekeleza mabadiliko na kuendesha mifumo ya pau za kurushia za mikono. Kazi yao inategemea mipango, maelekezo na mahesabu.",,"Fundi wa mfumo wa kurusha vitu
Fundi Mitambo wa Jukwaa
Fundi wa jukwaa na taa
Fundi mitambo wa thetari
Msimamizi wa mitambo ya seti
Opereta wa mfumo wa kurusha vitu
Fundi mitambo wa thetari
Fundi wa jukwaa na taa
Fundi mitambo wa thetari
Fundi mitambo wa thetari
Fundi mitambo wa jukwaa
Mhamishaji mandhari
Fundi wa taa na jukwaa
Opereta wa kurusha vitu
Fundi wa seti
Fundi wa taa na jukwaa
Mwendeshaji wa kamba za jukwaa
Fundi mkuu wa jukwaa",,"fundi wa mfumo wa kuruka
fundi mitambo wa jukwaa
fundi wa jukwaa na mwanga
fundi mitambo wa ukumbi
msimamizi wa ufundi wa seti
mwendeshaji wa mfumo wa kuruka
fundi mitambo wa ukumbi wa michezo
mhamisha mandhari
fundi wa mwanga na jukwaa
mwendeshaji wa kuruka
fundi wa seti
mwendeshaji wa kamba za jukwaa
mkuu wa mafundi wa jukwaa"
687671c1ebd2bf665349e5fa,http://data.europa.eu/esco/occupation/7f35043b-ebb5-40bf-9974-46a29915f6bf,book-sewing machine operator,opereta wa mashine ya kushona vitabu,Opereta wa Mashine ya Kushonea Vitabu,,Book-sewing machine operators tend a machine that stitches paper together to form a volume. They check that signatures are inserted the right way and the machine does not jam.,Waendeshaji wa mashine ya kushona vitabu huhudumia mashine inayoshona karatasi pamoja ili kuunda kitabu. Wanakagua kuwa saini zimeingizwa kwa njia sahihi na mashine haikwami.,Waendeshaji wa mashine ya kushonea vitabu huhudumia mashine inayoshona karatasi pamoja kuunda kitabu. Wanakagua kuwa makunjo ya karatasi yameingizwa ipasavyo na kwamba mashine haikwami.,,"Mshonaji, ujalidi wa vitabu
Opereta wa Mashine ya Kushonea Vitabu
Mtaalamu wa mashine ya kushonea vitabu
Fundi wa mashine ya kushonea vitabu
Mhudumu wa mashine ya kushonea vitabu
Mshonaji karatasi
Opereta wa mashine ya kushona karatasi
Mtaalamu wa mashine ya kushona karatasi
Fundi wa mashine ya kushona karatasi
Opereta wa mashine ya kushona
Opereta wa mashine ya kushonea vitabu kwa uzi
Mtaalamu wa mashine ya kushonea vitabu kwa uzi
Fundi wa mashine ya kushonea vitabu kwa uzi
Opereta wa mashine ya kushonea vitabu kwa uzi
Mhudumu wa mashine ya kushonea vitabu kwa uzi",,"Mshonaji, ujalada wa vitabu
opereta wa mashine ya kushona vitabu
mtaalamu wa mashine ya kushona vitabu
fundi wa mashine ya kushona vitabu
mhudumu wa mashine ya kushona vitabu
mshonaji karatasi
opereta wa mashine ya kushona karatasi
mtaalamu wa mashine ya kushona karatasi
fundi wa mashine ya kushona karatasi
opereta wa mashine ya kushona
opereta wa mashine ya kushona vitabu kwa uzi
mtaalamu wa mashine ya kushona vitabu kwa uzi
fundi wa mashine ya kushona vitabu kwa uzi
mhudumu wa mashine ya kushona vitabu kwa uzi"
687671c1ebd2bf665349e0ff,http://data.europa.eu/esco/occupation/ec2c0655-5ba0-4cc8-860a-977f73b37f34,subtitler,mtaalamu wa manukuu,Mwandishi wa Manukuu,,"Subtitlers can work intralingually, within the same language, or interlingually, across languages. Intralingual subtitlers create the subtitles for hearing-impaired viewers, whereas interlingual subtitlers create the subtitles for movies or television programmes in a different language to the one heard in the audiovisual production. They both ensure that the captions and subtitles are synchronised with the sound, images and dialogue of the audiovisual work.","Wataalamu wa manukuu wanaweza kufanya kazi ndani ya lugha moja, au kati ya lugha tofauti. Wataalamu wa manukuu ya lugha moja huunda manukuu kwa ajili ya watazamaji wenye ulemavu wa kusikia, ilhali wataalamu wa manukuu ya lugha tofauti huunda manukuu ya filamu au vipindi vya televisheni katika lugha tofauti na ile inayosikika katika uzalishaji wa sauti na picha. Wote wawili huhakikisha kuwa manukuu yanasawazishwa na sauti, picha na mazungumzo ya kazi ya sauti na picha.","Waandishi wa manukuu wanaweza kufanya kazi ndani ya lugha moja, au kati ya lugha tofauti. Waandishi wa manukuu wa lugha moja huandaa manukuu kwa ajili ya watazamaji wenye ulemavu wa kusikia, ilhali waandishi wa manukuu wa lugha tofauti huandaa manukuu ya filamu au vipindi vya televisheni katika lugha tofauti na ile inayosikika katika kazi hiyo ya sauti na picha. Wote huhakikisha kuwa maelezo na manukuu yanaenda sambamba na sauti, picha na mazungumzo ya kazi hiyo ya sauti na picha.",,"Mhariri wa manukuu fichwa
Mwandishi wa manukuu na manukuu ya jukwaani
Mwandishi wa maelezo
Mwandishi wa Manukuu
Mtoa huduma wa CART
Waandishi wa manukuu
Mwandishi wa manukuu ya moja kwa moja
Mrekebishaji wa manukuu
Mhariri wa maelezo
Mwandishi/Mrekebishaji wa manukuu
Mwandishi wa manukuu ya video
Mwandishi wa maelezo
Mwandishi wa manukuu ya filamu
Mrekebishaji wa manukuu
Mwandishi/Mrekebishaji wa manukuu",,"mhariri wa manukuu yaliyofungwa
mtaalamu wa manukuu na surtitler
mtoa manukuu
mtaalamu wa manukuu
mtoa huduma wa CART
wataalamu wa manukuu
mtaalamu wa manukuu ya moja kwa moja
mrekebishaji wa manukuu
mhariri wa manukuu
mtaalamu wa manukuu/mrekebishaji
mtaalamu wa manukuu ya video
mwandishi wa manukuu
mtaalamu wa manukuu ya filamu"
687671c0ebd2bf665349dcb4,http://data.europa.eu/esco/occupation/4f49df98-98b8-4a9e-98ad-9c5557817eba,strategic planning manager,meneja wa mipango mkakati,Meneja wa Mipango Mkakati,,"Strategic planning managers create, together with a team of managers, the strategic plans of the company as a whole, and provide coordination in the implementation per department. They help to interpret the overall plan and create a detailed plan for each one of the departments and branches. They ensure consistency in the implementation.","Meneja wa mipango mkakati huunda, pamoja na timu ya mameneja, mipango mkakati ya kampuni kwa ujumla, na kutoa uratibu katika utekelezaji kwa kila idara. Wanasaidia kutafsiri mpango mkuu na kuunda mpango wa kina kwa kila moja ya idara na matawi. Wanahakikisha uthabiti katika utekelezaji.","Meneja wa mipango mkakati huunda, pamoja na timu ya wasimamizi, mipango mkakati ya kampuni kwa ujumla, na huratibu utekelezaji kwa kila idara. Wao husaidia kutafsiri mpango mkuu na kuunda mpango wa kina kwa kila idara na tawi. Wanahakikisha uwiano katika utekelezaji.",,"Meneja wa Mkakati na Usimamizi wa Mabadiliko
Meneja, Mipango na Maendeleo
Mkurugenzi wa mipango ya mwendelezo wa biashara
Mkurugenzi wa mkakati wa mwendelezo wa biashara
Mtaalamu wa mikakati ya shirika
Mtaalamu wa ubunifu na mkakati
Meneja wa mipango
Meneja wa mipango mkakati ya biashara
Meneja wa maendeleo ya kimkakati
Meneja wa mikakati
Meneja wa Mipango Mkakati
Mshauri wa mkakati
Meneja wa mkakati",,"Meneja wa Mkakati na Usimamizi wa Mabadiliko
Meneja, Mipango na Maendeleo
mkurugenzi wa mipango ya uendelevu wa biashara
mkurugenzi wa mkakati wa uendelevu wa biashara
mwanamkakati wa shirika
mtaalamu wa uvumbuzi na mkakati
meneja wa mipango
meneja wa mipango mkakati ya biashara
meneja wa maendeleo ya kimkakati
meneja mkakati
meneja wa mipango mkakati
mshauri wa mkakati
meneja wa mkakati"
