"elmis_title","amharic","sector","sub_sector","professional_formal","subsector_isco4","candidate_pool_size","n_from_nel","n_from_isco_group","stage1_best_score","original_decision","retry_decision","retry_selected_index","retry_selected_label","retry_selected_uri","retry_selected_isco4","retry_pick_source","retry_confidence","retry_rationale","llm_provider","llm_model","raw_response"
"Organizational Development and Management Advisor","ድርጅታዊ ልማት እና አስተዳደር አማካሪ","Service","Consulting service around social science","P","2632","15","5","10","0.8445","no_match","no_match","","","","","","high","None of the candidate occupations accurately reflect the role of an Organizational Development and Management Advisor, which typically aligns with Management and Organization Analysts (ISCO 2421), a category not represented in the list.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidate occupations accurately reflect the role of an Organizational Development and Management Advisor, which typically aligns with Management and Organization Analysts (ISCO 2421), a category not represented in the list.""}"
"Oromiffa podcats host","Oromiffa podcats አስተናጋጅ","Tourism and art","Journalism","U","2642","23","5","18","0.6964","no_match","match","6","journalist","http://data.europa.eu/esco/occupation/a47f82d3-4cf7-4abf-bb36-2c8cbad28234","2642","isco_group","medium","The ELMIS title is a digital media role within the journalism sector; 'journalist' is the most appropriate professional title in the provided ISCO 2642 group for this sub-sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title is a digital media role within the journalism sector; 'journalist' is the most appropriate professional title in the provided ISCO 2642 group for this sub-sector.""}"
"OTN Local Engineer","OTN የአካባቢ መሐንዲስ","ICT and digital work","Computer network design deployment and implementation tasks","P","2523","8","5","3","0.789","no_match","match","8","ICT network engineer","http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d","2523","isco_group","high","OTN (Optical Transport Network) is a core networking technology, and the role of a local engineer aligns perfectly with the ICT network engineer description within the ICT professional class.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 8, ""confidence"": ""high"", ""rationale"": ""OTN (Optical Transport Network) is a core networking technology, and the role of a local engineer aligns perfectly with the ICT network engineer description within the ICT professional class.""}"
"Payment gateway integrator","የክፍያ ፍኖት መጋጠሚያ","ICT and digital work","Software Design Development and Implementation Works","U","2512","11","5","6","0.7807","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","medium","A payment gateway integrator is a software developer who implements and programs the connection between applications and financial payment systems.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""medium"", ""rationale"": ""A payment gateway integrator is a software developer who implements and programs the connection between applications and financial payment systems.""}"
"Payment Integration | PHP","የክፍያ ውህደት | ፒኤችፒ","ICT and digital work","Software Design Development and Implementation Works","U","2512","11","5","6","0.6855","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","high","The ELMIS title describes a specific software development task using the PHP programming language, which falls directly under the general role of a software developer.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes a specific software development task using the PHP programming language, which falls directly under the general role of a software developer.""}"
"PBX Call Center Solution Provider","የጥሪ ማዕከል መፍትሔ አቅራቢ","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.7294","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","medium","The ELMIS title describes a professional role providing software-based solutions for PBX/call centers, which fits best as a specialized software developer within the specified ICT/software sub-sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title describes a professional role providing software-based solutions for PBX/call centers, which fits best as a specialized software developer within the specified ICT/software sub-sector.""}"
"Peachtree Expert","Peachtree ኤክስፐርት","Service","Accounting and auditing Jobs","P","2411","18","5","13","0.7798","no_match","match","6","accountant","http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897","2411","isco_group","high","Peachtree is a widely used accounting software, and within the accounting sub-sector, the general Accountant title best matches the professional use of this tool.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""high"", ""rationale"": ""Peachtree is a widely used accounting software, and within the accounting sub-sector, the general Accountant title best matches the professional use of this tool.""}"
"Peanut butter Batchmaker","የኦቾሎኒ ቅቤ Batchmaker","Manufacturing","Manufacture of almond/ peanut/ foods","P","7514","8","5","3","0.7427","no_match","no_match","","","","","","high","None of the candidates describe the process of grinding nuts or mixing ingredients to create peanut butter; the food-related candidates focus on dairy, oil extraction, or preserving whole/sliced fruits and vegetables.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates describe the process of grinding nuts or mixing ingredients to create peanut butter; the food-related candidates focus on dairy, oil extraction, or preserving whole/sliced fruits and vegetables.""}"
"Pellet Mill Operator","Pellet Mill ኦፕሬተር","Manufacturing","Manufacturing of prepared animal feed","P","8160","59","5","54","0.8368","no_match","match","6","animal feed operator","http://data.europa.eu/esco/occupation/b91034a0-1d3e-40e4-aced-07052ee0f9e9","8160","isco_group","high","The candidate 'animal feed operator' specifically covers operators of various processing machines within the animal feed manufacturing sub-sector, which includes pellet mills.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""high"", ""rationale"": ""The candidate 'animal feed operator' specifically covers operators of various processing machines within the animal feed manufacturing sub-sector, which includes pellet mills.""}"
"People and Culture Specialist, Ethiopia","የህዝብ እና የባህል ባለሙያ፣ ኢትዮጵያ","Service","Employment agencies and recruitment agencies","P","3333","6","5","1","0.7743","no_match","no_match","","","","","","high","The ELMIS title 'People and Culture Specialist' is a modern term for a Human Resources professional, but the candidates provided either focus on literal arts/cultural policy or represent a lower-level employment agent role.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title 'People and Culture Specialist' is a modern term for a Human Resources professional, but the candidates provided either focus on literal arts/cultural policy or represent a lower-level employment agent role.""}"
"Performance & Disciplinary Management Expert","የአፈጻጸም እና የዲሲፕሊን አስተዳደር ባለሙያ","Service","Employment agencies and recruitment agencies","P","3333","6","5","1","0.7848","no_match","no_match","","","","","","high","The ELMIS title describes an HR role focused on employee performance and disciplinary procedures, but none of the candidate occupations (which focus on theater production, administrative support, medical practice, career advising, project M&E, or recruitment) match this specific human resources function.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes an HR role focused on employee performance and disciplinary procedures, but none of the candidate occupations (which focus on theater production, administrative support, medical practice, career advising, project M&E, or recruitment) match this specific human resources function.""}"
"Performance & Discipline Management Section Manager","የአፈጻጸም እና የዲሲፕሊን አስተዳደር ክፍል አስተዳዳሪ","Service","Employment agencies and recruitment agencies","P","3333","6","5","1","0.8257","no_match","no_match","","","","","","high","None of the candidates represent Human Resources or performance and discipline management; they focus on entertainment, facilities, or general program administration.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates represent Human Resources or performance and discipline management; they focus on entertainment, facilities, or general program administration.""}"
"Personal for an internet and game zone","ለበይነመረብ እና ለጨዋታ ዞን የግል","ICT and digital work","Internet Cafe Service","P","3512","9","5","4","0.7072","no_match","match","9","ICT technician","http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c","3512","isco_group","medium","The ELMIS title describes staff for an internet and game zone; the ICT technician role covers the installation, maintenance, and operation of computers and networks required in such a facility.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title describes staff for an internet and game zone; the ICT technician role covers the installation, maintenance, and operation of computers and networks required in such a facility.""}"
"Personal for Internet cafe","ለኢንተርኔት ካፌ የግል","ICT and digital work","Internet Cafe Service","P","3512","9","5","4","0.7593","no_match","match","9","ICT technician","http://data.europa.eu/esco/occupation/3e7bf729-4442-4b9f-ad5e-83111963795c","3512","isco_group","high","An ICT technician's duties, which include operating and maintaining computer systems and peripherals like printers, align perfectly with the responsibilities of staff in an internet cafe.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""high"", ""rationale"": ""An ICT technician's duties, which include operating and maintaining computer systems and peripherals like printers, align perfectly with the responsibilities of staff in an internet cafe.""}"
"personal franchiser","የግል franchiser","Business","Other unspecified food products retail","P","5223","48","5","43","0.754","no_match","no_match","","","","","","high","The ELMIS title 'personal franchiser' in the food retail sector implies a business operator or franchisee, but the candidates are either entry-level sales assistants, a restaurant manager (wrong sub-sector), or a personal shopper, none of which match the professional licensing and ownership nature of a franchiser.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title 'personal franchiser' in the food retail sector implies a business operator or franchisee, but the candidates are either entry-level sales assistants, a restaurant manager (wrong sub-sector), or a personal shopper, none of which match the professional licensing and ownership nature of a franchiser.""}"
"Pest Control Technician","የተባይ መቆጣጠሪያ ቴክኒሻን","Service","Pesticide service","P","7544","7","5","2","0.8286","no_match","match","6","pest management worker","http://data.europa.eu/esco/occupation/21cba86a-68c5-456c-aec2-cc04840b3c0e","7544","isco_group","high","Candidate 6 (pest management worker) directly aligns with the job functions of identifying and eliminating pests within the pesticide service sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""high"", ""rationale"": ""Candidate 6 (pest management worker) directly aligns with the job functions of identifying and eliminating pests within the pesticide service sector.""}"
"Photo to Text Amharic Writing","ፎቶ ወደ ጽሑፍ የአማርኛ ጽሕፈት","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.7292","no_match","no_match","","","","","","high","The ELMIS title describes a specific task of transcribing or digitizing Amharic text from images (likely OCR correction or manual transcription), while the candidates are either generic software development roles or unrelated writing/editing roles in journalism and medical systems.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes a specific task of transcribing or digitizing Amharic text from images (likely OCR correction or manual transcription), while the candidates are either generic software development roles or unrelated writing/editing roles in journalism and medical systems.""}"
"physico-chemical analyst","የፊዚዮ-ኬሚካል ተንታኝ","Service","Laboratory test","P","3212","6","5","1","0.8418","no_match","no_match","","","","","","medium","None of the candidates accurately describe the role of a general physico-chemical analyst; the provided options are either focused on product development, biochemistry, or manufacturing supervision.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""medium"", ""rationale"": ""None of the candidates accurately describe the role of a general physico-chemical analyst; the provided options are either focused on product development, biochemistry, or manufacturing supervision.""}"
"Physicochemical expert","የፊዚዮኬሚካል ባለሙያ","Service","Laboratory test","P","3212","6","5","1","0.8246","no_match","no_match","","","","","","high","None of the candidates represent a general professional-level physicochemical analyst; the options are either technician-level (Chemistry technician) or specialized in unrelated fields like radiation physics, physiology, or engineering.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates represent a general professional-level physicochemical analyst; the options are either technician-level (Chemistry technician) or specialized in unrelated fields like radiation physics, physiology, or engineering.""}"
"Phyton programming","Phyton ፕሮግራሚንግ","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.6932","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","high","The ELMIS title refers to Python programming (misspelled as Phyton) within the ICT sector, making software developer the most appropriate professional equivalent.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""high"", ""rationale"": ""The ELMIS title refers to Python programming (misspelled as Phyton) within the ICT sector, making software developer the most appropriate professional equivalent.""}"
"Pipe Production Foreman","የቧንቧ ምርት ፎርማን","Manufacturing","Steel tube manufacturing","P","8121","12","5","7","0.8078","no_match","no_match","","","","","","high","None of the candidates represent a manufacturing supervisor or foreman role within the steel tube production sector; the candidates are either operators, construction supervisors, or infrastructure managers.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates represent a manufacturing supervisor or foreman role within the steel tube production sector; the candidates are either operators, construction supervisors, or infrastructure managers.""}"
"Pipe Production Mixer Operator","የቧንቧ ማምረቻ ማደባለቅ ኦፕሬተር","Manufacturing","Steel tube manufacturing","P","8121","12","5","7","0.8042","no_match","no_match","","","","","","high","No candidate matches both the functional role of a mixer operator and the industrial context of pipe or steel manufacturing; the provided mixers are for chemicals and fertilizers, while the pipe-related candidates are for forming (extrusion, drawing) or transporting (pumping) rather than mixing.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""No candidate matches both the functional role of a mixer operator and the industrial context of pipe or steel manufacturing; the provided mixers are for chemicals and fertilizers, while the pipe-related candidates are for forming (extrusion, drawing) or transporting (pumping) rather than mixing.""}"
"Planning, Monitoring and Evaluation Engineer","እቅድ, ክትትል እና ግምገማ መሐንዲስ","Service","Engineering Consulting Service","P","2149","42","5","37","0.8306","no_match","no_match","","","","","","high","The ELMIS title refers to a project management and oversight function (Planning, Monitoring, and Evaluation) within engineering, while the candidates are either discipline-specific (e.g., airport, geothermal) or focus on single aspects like quality, cost, or compliance.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title refers to a project management and oversight function (Planning, Monitoring, and Evaluation) within engineering, while the candidates are either discipline-specific (e.g., airport, geothermal) or focus on single aspects like quality, cost, or compliance.""}"
"Plastic industry technician and machine repair man","የፕላስቲክ ኢንዱስትሪ ቴክኒሻን እና የማሽን ጥገና ሰው","Manufacturing","Manufacturing of plastic products","P","8142","20","5","15","0.8376","no_match","no_match","","","","","","high","The ELMIS title requires a maintenance or repair technician specific to the plastic industry or industrial machinery; however, the provided candidates are either repair technicians for unrelated fields (electronics, computers), general engineering technicians focused on production planning rather than repair, or machine operators (ISCO 8142) which are at a lower skill level than a professional technician/repair man.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title requires a maintenance or repair technician specific to the plastic industry or industrial machinery; however, the provided candidates are either repair technicians for unrelated fields (electronics, computers), general engineering technicians focused on production planning rather than repair, or machine operators (ISCO 8142) which are at a lower skill level than a professional technician/repair man.""}"
"Platform Lead - Payment Infrastructure","መድረክ መሪ - የክፍያ መሠረተ ልማት","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.6993","no_match","match","8","software architect","http://data.europa.eu/esco/occupation/d0aa0792-4345-474b-9365-686cf4869d2e","2512","isco_group","high","A Platform Lead is a senior role responsible for the design and structural oversight of software systems, which aligns best with the responsibilities of a software architect.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 8, ""confidence"": ""high"", ""rationale"": ""A Platform Lead is a senior role responsible for the design and structural oversight of software systems, which aligns best with the responsibilities of a software architect.""}"
"PlayConsole Account Creator","የPlayConsole መለያ ፈጣሪ","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.688","no_match","no_match","","","","","","high","None of the candidates describe the specific task of managing app store developer accounts or publishing platforms, as they focus on development, sales, or general administration.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidates describe the specific task of managing app store developer accounts or publishing platforms, as they focus on development, sales, or general administration.""}"
"PMEL Lead","PMEL መሪ","Service","Quality Management Consulting Service","P","2421","11","5","6","0.7057","no_match","no_match","","","","","","high","PMEL (Planning, Monitoring, Evaluation, and Learning) is a specific discipline focused on project impact and data-driven learning, and none of the provided candidates (ranging from manufacturing managers to business analysts) specifically cover the M&E or Learning components of this role.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""PMEL (Planning, Monitoring, Evaluation, and Learning) is a specific discipline focused on project impact and data-driven learning, and none of the provided candidates (ranging from manufacturing managers to business analysts) specifically cover the M&E or Learning components of this role.""}"
"PMEL Officer","PMEL መኮንን","Service","Quality Management Consulting Service","P","2421","11","5","6","0.8103","no_match","no_match","","","","","","high","None of the candidate occupations describe the specific responsibilities of a PMEL (Planning, Monitoring, Evaluation, and Learning) Officer, which is a specialized role focused on project performance and evaluation frameworks.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""None of the candidate occupations describe the specific responsibilities of a PMEL (Planning, Monitoring, Evaluation, and Learning) Officer, which is a specialized role focused on project performance and evaluation frameworks.""}"
"PMER Coordinator","PMER አስተባባሪ","Service","Quality Management Consulting Service","P","2421","11","5","6","0.7872","no_match","no_match","","","","","","high","PMER (Planning, Monitoring, Evaluation, and Reporting) is a specific professional function (M&E) that is not adequately represented by the available candidates, which focus on specific methodologies like Lean or unrelated domains like logistics and emergency response.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""PMER (Planning, Monitoring, Evaluation, and Reporting) is a specific professional function (M&E) that is not adequately represented by the available candidates, which focus on specific methodologies like Lean or unrelated domains like logistics and emergency response.""}"
"Policy LINK – Regional Administrative & Logistics Coordinator","የፖሊሲ አገናኝ - የክልል አስተዳደር እና ሎጂስቲክስ አስተባባሪ","Service","Consulting service around social science","P","2632","15","5","10","0.8287","no_match","no_match","","","","","","high","The ELMIS title describes an operational support role (administrative and logistics coordination), whereas the candidates are either policy researchers, policy developers, or transport-specific logistics managers.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes an operational support role (administrative and logistics coordination), whereas the candidates are either policy researchers, policy developers, or transport-specific logistics managers.""}"
"Policy LINK Ethiopia – MEL Coordinator","ፖሊሲ LINK ኢትዮጵያ - የMEL አስተባባሪ","Service","Consulting service around social science","P","2632","15","5","10","0.7441","no_match","no_match","","","","","","medium","None of the candidates capture the specific 'Monitoring, Evaluation, and Learning (MEL)' function, which is a distinct technical role in development projects involving data systems and impact assessment, whereas the candidates focus on policy implementation, general coordination, or specific social science disciplines.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""medium"", ""rationale"": ""None of the candidates capture the specific 'Monitoring, Evaluation, and Learning (MEL)' function, which is a distinct technical role in development projects involving data systems and impact assessment, whereas the candidates focus on policy implementation, general coordination, or specific social science disciplines.""}"
"Pompista (Nozzle Pump Technician)","ፖምፒስታ (የኖዝል ፓምፕ ቴክኒሻን","Service","Motor vehicle repair work","P","7231","15","5","10","0.7731","no_match","match","10","refurbishing technician","http://data.europa.eu/esco/occupation/0ec62c2e-30c9-434e-bf36-5277a0840450","7231","isco_group","high","The candidate description for 'refurbishing technician' explicitly mentions the overhauling of diesel pumps, which matches the specific role of a Pompista (Nozzle Pump Technician).","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 10, ""confidence"": ""high"", ""rationale"": ""The candidate description for 'refurbishing technician' explicitly mentions the overhauling of diesel pumps, which matches the specific role of a Pompista (Nozzle Pump Technician).""}"
"Power Apps/Power BI/Power Automate Developer","Power Apps/Power BI/Power Automate ገንቢ","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.7359","no_match","match","9","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","high","The ELMIS title describes a specific type of software implementation using the Microsoft Power Platform, which falls under the general ESCO category of software developer.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 9, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes a specific type of software implementation using the Microsoft Power Platform, which falls under the general ESCO category of software developer.""}"
"Pre-cleaning and Silo Operator","ቅድመ-ጽዳት እና ሲሎ ኦፕሬተር","Manufacturing","Manufacturing of crushed and partially ground grains","P","8160","58","5","53","0.7845","no_match","match","7","cacao beans cleaner","http://data.europa.eu/esco/occupation/5520bfd0-49d3-47e5-abe0-d72354711bc0","8160","isco_group","medium","The ELMIS title 'Pre-cleaning and Silo Operator' exactly matches the tasks described in the ESCO occupation 'cacao beans cleaner', which includes operating machines to remove foreign materials (pre-cleaning) and managing silos to move and store the cleaned product.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 7, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title 'Pre-cleaning and Silo Operator' exactly matches the tasks described in the ESCO occupation 'cacao beans cleaner', which includes operating machines to remove foreign materials (pre-cleaning) and managing silos to move and store the cleaned product.""}"
"Pressing Assistant Operator","ረዳት ኦፕሬተርን በመጫን ላይ","Manufacturing","Preparation of textile stripes; Spinning and weaving","P","8151","12","5","7","0.8492","no_match","match","6","cotton gin operator","http://data.europa.eu/esco/occupation/d87b1c64-eed1-404c-87de-f9f81c85fbde","8151","isco_group","medium","The ELMIS title refers to an assistant operator in pressing within the textile preparation and spinning sector; the cotton gin operator is the only candidate in the textile domain that explicitly mentions tending presses (bale presses) as part of the fiber preparation process.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title refers to an assistant operator in pressing within the textile preparation and spinning sector; the cotton gin operator is the only candidate in the textile domain that explicitly mentions tending presses (bale presses) as part of the fiber preparation process.""}"
"Principal–Core Application Administration Officer","ርእሰ መምህር - የኮር ማመልከቻ አስተዳደር ኦፊሰር","ICT and digital work","Software Design Development and Implementation Works","P","2512","11","5","6","0.8283","no_match","no_match","","","","","","high","The ELMIS title describes a senior ICT professional role in application administration, whereas the candidates are either generic administrative roles in unrelated sectors or software development/design roles that do not cover systems administration.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title describes a senior ICT professional role in application administration, whereas the candidates are either generic administrative roles in unrelated sectors or software development/design roles that do not cover systems administration.""}"
"Private Instagram account promoter","የግል የ Instagram መለያ አስተዋዋቂ","Service","Advertising","P","2431","25","5","20","0.7923","no_match","match","11","online marketer","http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7","2431","isco_group","high","The occupation 'online marketer' explicitly covers using social media to market goods and brands, which directly aligns with the role of a social media account promoter.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 11, ""confidence"": ""high"", ""rationale"": ""The occupation 'online marketer' explicitly covers using social media to market goods and brands, which directly aligns with the role of a social media account promoter.""}"
"Production &Marketing Expert (Crop&Livestock)","የምርት እና ግብይት ባለሙያ (የሰብልና የእንስሳት እርባታ)","agriculture","Mixed agriculture","P","6130","7","5","2","0.8474","no_match","match","6","farm manager","http://data.europa.eu/esco/occupation/4552095e-3396-4831-86ad-4fc34ec39a19","6130","isco_group","medium","Candidate 6 (farm manager) perfectly matches the 'mixed' (crop and livestock) scope and the dual 'production' (operations) and 'marketing' (business management) responsibilities, aligning with the ISCO group suggested by the sub-sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 6, ""confidence"": ""medium"", ""rationale"": ""Candidate 6 (farm manager) perfectly matches the 'mixed' (crop and livestock) scope and the dual 'production' (operations) and 'marketing' (business management) responsibilities, aligning with the ISCO group suggested by the sub-sector.""}"
"Professional Decoration worker for Christmas","ፕሮፌሽናል ዲኮር ሰራተኛ ለገና","Service","Decoration works","U","3432","13","5","8","0.7792","no_match","match","13","visual merchandiser","http://data.europa.eu/esco/occupation/35eb0aa6-b40d-449d-9390-719be8912277","3432","isco_group","medium","Visual merchandisers are the professional category in ESCO most closely associated with seasonal and holiday-specific visual displays and decorations in commercial and public spaces.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 13, ""confidence"": ""medium"", ""rationale"": ""Visual merchandisers are the professional category in ESCO most closely associated with seasonal and holiday-specific visual displays and decorations in commercial and public spaces.""}"
"Program Manager II-Farmer to Farmer","የፕሮግራም አስተዳዳሪ II-ገበሬ ለገበሬ","Service","Agriculture and Livestock Services (with the exception of veterinary medicine)Livestock Breeding or artificial breeding","P","3142","9","5","4","0.8314","no_match","match","3","agricultural policy officer","http://data.europa.eu/esco/occupation/98f17395-0f8c-4f51-9072-cb8f66fd6044","2422","nel","medium","The ELMIS title 'Program Manager II' and 'Professional' class align with ESCO's 'Agricultural Policy Officer', which falls under ISCO 2422 (Policy Administration Professionals) and includes program coordination and administrative duties within the agricultural sector.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 3, ""confidence"": ""medium"", ""rationale"": ""The ELMIS title 'Program Manager II' and 'Professional' class align with ESCO's 'Agricultural Policy Officer', which falls under ISCO 2422 (Policy Administration Professionals) and includes program coordination and administrative duties within the agricultural sector.""}"
"Project based on object oriented programming using java","ጃቫን በመጠቀም በነገር ተኮር ፕሮግራሚንግ ላይ የተመሰረተ ፕሮጀክት","ICT and digital work","Software Design Development and Implementation Works","P","2512","9","5","4","0.7039","no_match","match","7","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","2512","isco_group","high","Software developer is the most accurate general role for someone implementing software projects using programming languages like Java and object-oriented principles.","gemini","gemini-3-flash-preview","{""decision"": ""match"", ""selected_index"": 7, ""confidence"": ""high"", ""rationale"": ""Software developer is the most accurate general role for someone implementing software projects using programming languages like Java and object-oriented principles.""}"
"Project Outsourcing Specialist","የፕሮጀክት የውጭ አገልግሎት ባለሙያ","Service","Employment agencies and recruitment agencies","P","3333","6","5","1","0.8353","no_match","no_match","","","","","","high","The ELMIS title 'Project Outsourcing Specialist' in the context of employment agencies refers to a professional who manages outsourced service delivery or managed staffing projects. None of the candidates are a strong fit: 'Employment agent' focuses on matching job seekers, 'Public procurement specialist' is sector-specific to government, and 'Project manager' is too general and classified as a manager (ISCO 1) rather than a professional (ISCO 2/ELMIS Class P).","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title 'Project Outsourcing Specialist' in the context of employment agencies refers to a professional who manages outsourced service delivery or managed staffing projects. None of the candidates are a strong fit: 'Employment agent' focuses on matching job seekers, 'Public procurement specialist' is sector-specific to government, and 'Project manager' is too general and classified as a manager (ISCO 1) rather than a professional (ISCO 2/ELMIS Class P).""}"
"Project Technical Expert (PTE)","የፕሮጀክት ቴክኒካል ኤክስፐርት","Service","Consulting service around social science","P","2632","15","5","10","0.7807","no_match","no_match","","","","","","high","The ELMIS title 'Project Technical Expert' in the social science consulting sub-sector lacks a direct match; the candidates are either specific academic disciplines (sociologist, anthropologist) or administrative/ICT roles that do not capture the general professional expertise implied.","gemini","gemini-3-flash-preview","{""decision"": ""no_match"", ""selected_index"": null, ""confidence"": ""high"", ""rationale"": ""The ELMIS title 'Project Technical Expert' in the social science consulting sub-sector lacks a direct match; the candidates are either specific academic disciplines (sociologist, anthropologist) or administrative/ICT roles that do not capture the general professional expertise implied.""}"
